url,Agency,Bureau,Subcomponent
alpha.cpars.gov,General Services Administration,"GSA, FAS, System for Award Management",
alpha.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",
alpha2.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",
api-alpha.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",
api.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",
cpars.cpars.gov,General Services Administration,"GSA, FAS, System for Award Management",
cpars.gov,General Services Administration,"GSA, FAS, System for Award Management",
esrs.gov,General Services Administration,"GSA, FAS, System for Award Management",
sam.gov,General Services Administration,"GSA, FAS, System for Award Management",
acquisition.gov,General Services Administration,"GSA, IC, Acquisition",
login.acquisition.gov,General Services Administration,"GSA, IC, Acquisition",
origin-acquisition.gov,General Services Administration,"GSA, IC, Acquisition",
fai.gov,General Services Administration,"GSA, IC, FAI",
cfo.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
devicepki.idmanagement.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
digitaldashboard.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
idmanagement.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
legacy.digitaldashboard.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
section508.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
sftool.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",
afm.fmi.gov,General Services Administration,"GSA, IC, OGP WebPortfolio",
mobile.reginfo.gov,General Services Administration,"GSA, IC, ROCIS",
reginfo.gov,General Services Administration,"GSA, IC, ROCIS",
rocis.gov,General Services Administration,"GSA, IC, ROCIS",
training.reginfo.gov,General Services Administration,"GSA, IC, ROCIS",
training.rocis.gov,General Services Administration,"GSA, IC, ROCIS",
fairs.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",
property.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",
reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",
travel.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",
10x.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
18f.gsa.gov,General Service Administration,"GSA, IDI, ECAS II",
889.smartpay.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
8astars.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
aacinquiry.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
aas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ack.usaccess.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
anywhere.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
arm.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
art.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ask.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
aspdotnetstorefront.webshops.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
aspdotnetstorefront.webshopt.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
autoauctions.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
autochoice.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
autovendor.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
buy.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
calm.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
catalog.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
cic.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
cmls.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
coe.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
conexus-cert.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
conexus.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
content.gsaadvantage.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
cops.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
corporateapps.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
courtsweb.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
cpsearch.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
d2d.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
digitalcorps.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
disposal.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
drivethru.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
emorris.fasbilling.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
eoffer-test2.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
eoffer.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
epay.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
epayb.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
etsvendorsales.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
extcws.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
extportal.pbs.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fedpay.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fedsim.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fedspecs.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fleet.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fleetautoauctions.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fleetb.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fleetd.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fleetsso.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fmswseb.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
fmswsec.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
frppmap.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ftp.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsaadvantage-cors.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsaadvantage-test2.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsaadvantage-test3.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsafcu.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsafleet2go.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsasolutionssecure.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsaxcesspractice.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsbca.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
gsbca2.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
hallways.cap.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
identityequitystudy.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ithelp.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
itvmo.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
join.tts.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
labs.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
leasing.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
listserv.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
mcm.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
mysales.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
mysalesb.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
navigator.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ncportal.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ncportals.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ncportalt.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ncr.anywhere.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
oes.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
open.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
origin-gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
phdc-pub.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
portal.usaccess.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
publiccourts.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
r05-voipedge.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
r06.anywhere.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
r2.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
rap.usaccess.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
recycling.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ret.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
scopereview.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
secureauth.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
services.usaccess.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
smartpay.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
soa-ext.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
spdatawarehouse.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
srp.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
str.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tams.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tams.preprod.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tech.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tmss.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tmss.preprod-acqit.helix.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
topsbill.ftsbilling.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
topsorder.ftsbilling.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
topsordercert.ftsbilling.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
training.smartpay.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
tscportal.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
usaccess-alp.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
usdaadvantage.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
ussm.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
vaadvantage.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
vasalesportal.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
vehiclestd.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
vltp.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
vsc.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
webshop.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
workplace.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",
facadatabase.gov,General Services Administration,"GSA, IDI, Enterprise Application Services",
realpropertyprofile.gov,General Services Administration,"GSA, IDI,EAS",
fsrs.gov,General Services Administration,"GSA, IQ-ESRS-FSRS",
beta.fpds.gov,General Services Administration,"GSA, IQ-FPDS-FPDS Portal",
fpds.gov,General Services Administration,"GSA, IQ-FPDS-FPDS Portal",
fsd.gov,General Services Administration,"GSA, IQ-FSD-FSD Portal",
tstservice.fsd.gov,General Services Administration,"GSA, IQ-FSD-FSD Portal",
gsaadvantage.gov,General Services Administration,"GSA, IQ-GSAAdvantage-Main",
gsaauctions.gov,General Services Administration,"GSA, IQ-SASy-GSAAuctions",
gsaxcess.gov,General Services Administration,"GSA, IQ, Clearpath",
fdms.gov,General Services Administration,"GSA, IQ, eRulemaking",
